Date,NIFTY 50,HDFC LIQUID FUND,NIFTY MIDCAP 100,Date1,,,
26-Apr-17,9351.85,3397.0355,18006.55,13/03/2018,,,
25-Apr-17,9306.6,3396.3978,18022.6,12/03/2018,,,
24-Apr-17,9217.95,3395.7367,18062.2,11/03/2018,,,
21-Apr-17,9119.4,3394.5022,17910.25,09/03/2018,,,
20-Apr-17,9136.4,3393.8922,17800.35,08/03/2018,,,
19-Apr-17,9103.5,3393.2763,17796.1,07/03/2018,,,
18-Apr-17,9105.15,3392.4393,17636.1,06/03/2018,,,
17-Apr-17,9139.3,3391.7512,17510.65,05/03/2018,,,
13-Apr-17,9150.8,3391.1275,17629.9,04/03/2018,,,
12-Apr-17,9203.45,3389.2336,17550.3,01/03/2018,,,
11-Apr-17,9237,3388.6141,17595.4,28/02/2018,,,
10-Apr-17,9181.45,3388.0106,17700.1,27/02/2018,,,
07-Apr-17,9198.3,3387.4136,17472.1,26/02/2018,,,
06-Apr-17,9261.95,3386.7946,17398.15,25/02/2018,,,
05-Apr-17,9265.15,3385.5917,17469.3,23/02/2018,,,
03-Apr-17,9237.85,3384.9862,17467.1,22/02/2018,,,
31-Mar-17,9173.75,3384.4247,17332.9,21/02/2018,,,
30-Mar-17,9173.75,3383.8155,17197.15,20/02/2018,,,
29-Mar-17,9143.8,3383.232,17110.3,19/02/2018,,,
28-Mar-17,9100.8,3381.4423,17054.4,16/02/2018,,,
27-Mar-17,9045.2,3380.8437,17034.3,15/02/2018,,,
24-Mar-17,9108,3380.2421,16928.15,14/02/2018,,,
23-Mar-17,9086.3,3379.6376,16936.1,13/02/2018,,,
22-Mar-17,9030.45,3379.0453,16893.05,12/02/2018,,,
21-Mar-17,9121.5,3378.43,16721.8,11/02/2018,,,
20-Mar-17,9126.85,3377.2317,16926.05,09/02/2018,,,
17-Mar-17,9160.05,3376.6308,16962.25,08/02/2018,,,
16-Mar-17,9153.7,3376.0448,16901.7,07/02/2018,,,
15-Mar-17,9084.8,3375.4579,16893.3,06/02/2018,,,
14-Mar-17,9087,3374.8644,16663.8,05/02/2018,,,
10-Mar-17,8934.55,3374.2738,16526.9,04/02/2018,,,
09-Mar-17,8927,3373.078,16291.2,02/02/2018,,,
08-Mar-17,8924.3,3372.4704,16333.15,01/02/2018,,,
07-Mar-17,8946.9,3371.88,16362.8,31/01/2018,,,
06-Mar-17,8963.45,3371.2765,16469.75,30/01/2018,,,
03-Mar-17,8897.55,3370.6795,16464.5,29/01/2018,,,
02-Mar-17,8899.75,3370.0902,16364.05,28/01/2018,,,
01-Mar-17,8945.8,3368.3276,16289.1,25/01/2018,,,
28-Feb-17,8879.6,3367.7409,16539.3,24/01/2018,,,
27-Feb-17,8896.7,3367.1533,16480.5,23/01/2018,,,
23-Feb-17,8939.5,3366.5714,16377.4,22/01/2018,,,
22-Feb-17,8926.9,3365.9922,16357.65,21/01/2018,,,
21-Feb-17,8907.85,3364.8228,16353.5,19/01/2018,,,
20-Feb-17,8879.2,3364.233,16452.5,18/01/2018,,,
17-Feb-17,8821.7,3363.6409,16349.95,17/01/2018,,,
16-Feb-17,8778,3363.0804,16169.3,16/01/2018,,,
15-Feb-17,8724.7,3362.5034,16095.7,15/01/2018,,,
14-Feb-17,8792.3,3361.8863,15833.85,14/01/2018,,,
13-Feb-17,8805.05,3360.7166,16092,12/01/2018,,,
10-Feb-17,8793.55,3360.147,16131.3,11/01/2018,,,
09-Feb-17,8778.4,3359.5746,16227.7,10/01/2018,,,
08-Feb-17,8769.05,3359.0159,16246.35,09/01/2018,,,
07-Feb-17,8768.3,3358.4379,16175.3,08/01/2018,,,
06-Feb-17,8801.05,3357.854,16101.7,07/01/2018,,,
03-Feb-17,8740.95,3356.7026,16174,05/01/2018,,,
02-Feb-17,8734.25,3356.1448,16035.2,04/01/2018,,,
01-Feb-17,8716.4,3355.6003,15831.55,03/01/2018,,,
31-Jan-17,8561.3,3355.0245,15726.15,02/01/2018,,,
30-Jan-17,8632.75,3354.458,15413.7,01/01/2018,,,
27-Jan-17,8641.25,3353.8507,15638.65,31/12/2017,,,
25-Jan-17,8602.75,3352.721,15641.35,29/12/2017,,,
24-Jan-17,8475.8,3352.0351,15506.8,28/12/2017,,,
23-Jan-17,8391.5,3351.4073,15339.25,27/12/2017,,,
20-Jan-17,8349.35,3350.8123,15188.75,26/12/2017,,,
19-Jan-17,8435.1,3350.2411,15117.15,25/12/2017,,,
18-Jan-17,8417,3348.546,15370.2,22/12/2017,,,
17-Jan-17,8398,3347.9574,15329.65,21/12/2017,,,
16-Jan-17,8412.8,3347.4418,15243.3,20/12/2017,,,
13-Jan-17,8400.35,3346.9068,15239.35,19/12/2017,,,
12-Jan-17,8407.2,3346.3394,15178.65,18/12/2017,,,
11-Jan-17,8380.65,3345.7832,15192.9,17/12/2017,,,
10-Jan-17,8288.6,3344.6544,15159.75,15/12/2017,,,
09-Jan-17,8236.05,3344.1004,14984.3,14/12/2017,,,
06-Jan-17,8243.8,3343.539,14873.45,13/12/2017,,,
05-Jan-17,8273.8,3342.9883,14854.2,12/12/2017,,,
04-Jan-17,8190.5,3342.4273,14876.15,11/12/2017,,,
03-Jan-17,8192.25,3341.8662,14681.25,10/12/2017,,,
02-Jan-17,8179.5,3340.7273,14609.85,08/12/2017,,,
30-Dec-16,8185.8,3340.162,14483.25,07/12/2017,,,
29-Dec-16,8103.6,3339.608,14351.45,06/12/2017,,,
28-Dec-16,8034.85,3339.0444,14238.6,05/12/2017,,,
27-Dec-16,8032.85,3338.4839,14034.7,04/12/2017,,,
26-Dec-16,7908.25,3337.9242,13972.3,03/12/2017,,,
23-Dec-16,7985.75,3336.2304,13761.85,30/11/2017,,,
22-Dec-16,7979.1,3335.6665,14077.6,29/11/2017,,,
21-Dec-16,8061.3,3335.1061,14136.05,28/11/2017,,,
20-Dec-16,8082.4,3334.5453,14342.65,27/11/2017,,,
19-Dec-16,8104.35,3333.9793,14338.7,26/11/2017,,,
16-Dec-16,8139.45,3332.846,14544.25,24/11/2017,,,
15-Dec-16,8153.6,3332.2794,14620.2,23/11/2017,,,
14-Dec-16,8182.45,3331.714,14679.55,22/11/2017,,,
13-Dec-16,8221.8,3331.1483,14622.9,21/11/2017,,,
12-Dec-16,8170.8,3330.5888,14712.5,20/11/2017,,,
09-Dec-16,8261.75,3330.0303,14759.35,19/11/2017,,,
08-Dec-16,8246.85,3328.9275,14931.4,17/11/2017,,,
07-Dec-16,8102.05,3328.3736,14848.35,16/11/2017,,,
06-Dec-16,8143.15,3327.8041,14621.75,15/11/2017,,,
05-Dec-16,8128.75,3327.2325,14684.35,14/11/2017,,,
02-Dec-16,8086.8,3326.6879,14608.7,13/11/2017,,,
01-Dec-16,8192.9,3326.1343,14514.85,12/11/2017,,,
30-Nov-16,8224.5,3325.0218,14726.4,10/11/2017,,,
29-Nov-16,8142.15,3324.4666,14907.1,09/11/2017,,,
28-Nov-16,8126.9,3323.9071,14703.65,08/11/2017,,,
25-Nov-16,8114.3,3323.3595,14623.55,07/11/2017,,,
24-Nov-16,7965.5,3322.7874,14529.75,06/11/2017,,,
23-Nov-16,8033.3,3322.2235,14310.45,05/11/2017,,,
22-Nov-16,8002.3,3321.1227,14334.3,03/11/2017,,,
21-Nov-16,7929.1,3320.5804,14163.45,02/11/2017,,,
18-Nov-16,8074.1,3320.0177,13957.25,01/11/2017,,,
17-Nov-16,8079.95,3319.4518,14363,31/10/2017,,,
16-Nov-16,8111.6,3318.9016,14290.15,30/10/2017,,,
15-Nov-16,8108.45,3318.356,14294.75,29/10/2017,,,
11-Nov-16,8296.3,3317.2239,14303.2,27/10/2017,,,
10-Nov-16,8525.75,3316.6577,14854.7,26/10/2017,,,
09-Nov-16,8432,3316.1167,15391.45,25/10/2017,,,
08-Nov-16,8543.55,3315.5368,15086.45,24/10/2017,,,
07-Nov-16,8497.05,3314.9877,15398.25,23/10/2017,,,
04-Nov-16,8433.75,3314.4349,15354.9,22/10/2017,,,
03-Nov-16,8484.95,3312.2385,15192.6,18/10/2017,,,
02-Nov-16,8514,3311.689,15420.8,17/10/2017,,,
01-Nov-16,8626.25,3311.1444,15598.8,16/10/2017,,,
30-Oct-16,8625.7,3310.5782,15933.5,15/10/2017,,,
28-Oct-16,8638,3309.4155,15912.3,13/10/2017,,,
27-Oct-16,8615.25,3308.865,15841.35,12/10/2017,,,
26-Oct-16,8615.25,3308.3058,15632.4,11/10/2017,,,
25-Oct-16,8691.3,3307.7421,15791.15,10/10/2017,,,
24-Oct-16,8708.95,3307.2079,15991.2,09/10/2017,,,
21-Oct-16,8693.05,3306.6457,16007.5,08/10/2017,,,
20-Oct-16,8699.4,3305.5456,16071.1,06/10/2017,,,
19-Oct-16,8659.1,3305.0173,15994.8,05/10/2017,,,
18-Oct-16,8677.9,3304.4561,15934.25,04/10/2017,,,
17-Oct-16,8520.4,3303.9217,15946.75,03/10/2017,,,
14-Oct-16,8583.4,3303.3282,15712.95,02/10/2017,,,
13-Oct-16,8573.35,3301.6782,15894.95,29/09/2017,,,
10-Oct-16,8708.8,3301.1064,15779.4,28/09/2017,,,
07-Oct-16,8697.6,3300.553,15992.55,27/09/2017,,,
06-Oct-16,8709.55,3300.0071,15972.3,26/09/2017,,,
05-Oct-16,8743.95,3299.4434,15988.3,25/09/2017,,,
04-Oct-16,8769.15,3298.8634,16076.3,24/09/2017,,,
03-Oct-16,8738.1,3297.7551,15979.95,22/09/2017,,,
30-Sep-16,8611.15,3297.2277,15851.15,21/09/2017,,,
29-Sep-16,8591.25,3296.6909,15413.1,20/09/2017,,,
28-Sep-16,8745.15,3296.1206,15098.1,19/09/2017,,,
27-Sep-16,8706.4,3295.5704,15694.1,18/09/2017,,,
26-Sep-16,8723.05,3295.0255,15560.55,17/09/2017,,,
23-Sep-16,8831.55,3293.9008,15579.6,15/09/2017,,,
22-Sep-16,8867.45,3293.3346,15672.9,14/09/2017,,,
21-Sep-16,8777.15,3292.7968,15638.85,13/09/2017,,,
20-Sep-16,8775.9,3292.2518,15408.05,12/09/2017,,,
19-Sep-16,8808.4,3291.6727,15411.65,11/09/2017,,,
16-Sep-16,8779.85,3291.1025,15441.35,10/09/2017,,,
15-Sep-16,8742.55,3290.0202,15336.3,08/09/2017,,,
14-Sep-16,8726.6,3289.4832,15340.9,07/09/2017,,,
12-Sep-16,8715.6,3288.9363,15320.05,06/09/2017,,,
09-Sep-16,8866.7,3288.3933,15135.25,05/09/2017,,,
08-Sep-16,8952.5,3287.8308,15614.8,04/09/2017,,,
07-Sep-16,8917.95,3287.262,15745.7,03/09/2017,,,
06-Sep-16,8943,3286.1616,15627.75,01/09/2017,,,
02-Sep-16,8809.65,3285.5896,15599.4,31/08/2017,,,
01-Sep-16,8774.65,3285.0069,15385.3,30/08/2017,,,
31-Aug-16,8786.2,3284.4421,15297.45,29/08/2017,,,
30-Aug-16,8744.35,3283.8805,15370.85,28/08/2017,,,
29-Aug-16,8607.45,3283.3287,15328.25,27/08/2017,,,
26-Aug-16,8572.55,3281.6872,15186.9,24/08/2017,,,
25-Aug-16,8592.2,3281.1548,15132.9,23/08/2017,,,
24-Aug-16,8650.3,3280.6063,15098.4,22/08/2017,,,
23-Aug-16,8632.6,3280.0456,15161.45,21/08/2017,,,
22-Aug-16,8629.15,3279.4905,15058.15,20/08/2017,,,
19-Aug-16,8666.9,3278.3733,15086,18/08/2017,,,
18-Aug-16,8673.25,3277.8021,15188.15,17/08/2017,,,
17-Aug-16,8624.05,3277.2088,15098.3,16/08/2017,,,
16-Aug-16,8642.55,3276.6799,14983.9,15/08/2017,,,
12-Aug-16,8672.15,3276.1305,14881.55,14/08/2017,,,
11-Aug-16,8592.15,3275.5827,14814.75,13/08/2017,,,
10-Aug-16,8575.3,3274.4681,14743.4,11/08/2017,,,
09-Aug-16,8678.25,3273.922,14714.25,10/08/2017,,,
08-Aug-16,8711.35,3273.3719,14887.15,09/08/2017,,,
05-Aug-16,8683.15,3272.801,14917.55,08/08/2017,,,
04-Aug-16,8551.1,3272.2428,14827.3,07/08/2017,,,
03-Aug-16,8544.85,3271.6846,14594.65,06/08/2017,,,
02-Aug-16,8622.9,3270.5699,14519.7,04/08/2017,,,
01-Aug-16,8636.55,3270.0057,14766.5,03/08/2017,,,
29-Jul-16,8638.5,3269.4287,14891.35,02/08/2017,,,
28-Jul-16,8666.3,3268.8751,14772.75,01/08/2017,,,
27-Jul-16,8615.8,3268.3309,14695.3,31/07/2017,,,
26-Jul-16,8590.65,3267.7933,14590,30/07/2017,,,
25-Jul-16,8635.65,3266.6968,14553.5,28/07/2017,,,
22-Jul-16,8541.2,3266.1523,14565.25,27/07/2017,,,
21-Jul-16,8510.1,3265.6077,14435.3,26/07/2017,,,
20-Jul-16,8565.85,3265.0492,14298.3,25/07/2017,,,
19-Jul-16,8528.55,3264.5045,14369.6,24/07/2017,,,
18-Jul-16,8508.7,3263.9299,14213.55,23/07/2017,,,
15-Jul-16,8541.4,3262.8087,14195.7,21/07/2017,,,
14-Jul-16,8565,3262.2358,14282.2,20/07/2017,,,
13-Jul-16,8519.5,3261.6466,14338.8,19/07/2017,,,
12-Jul-16,8521.05,3261.0666,14258.8,18/07/2017,,,
11-Jul-16,8467.9,3260.513,14345.9,17/07/2017,,,
08-Jul-16,8323.2,3259.9533,14270.4,16/07/2017,,,
07-Jul-16,8337.9,3258.8578,14077.45,14/07/2017,,,
05-Jul-16,8335.95,3258.2918,14095.35,13/07/2017,,,
04-Jul-16,8370.7,3257.6827,14122.85,12/07/2017,,,
01-Jul-16,8328.35,3257.1069,14094.3,11/07/2017,,,
30-Jun-16,8287.75,3256.5344,13973.8,10/07/2017,,,
29-Jun-16,8204,3255.9369,13816.45,09/07/2017,,,
28-Jun-16,8127.85,3254.8108,13671.3,07/07/2017,,,
27-Jun-16,8094.7,3254.2051,13495.4,06/07/2017,,,
24-Jun-16,8088.6,3253.6229,13410.2,05/07/2017,,,
23-Jun-16,8270.45,3253.0467,13289.35,04/07/2017,,,
22-Jun-16,8203.7,3252.4583,13456.8,03/07/2017,,,
21-Jun-16,8219.9,3251.8941,13441.9,02/07/2017,,,
20-Jun-16,8238.5,3250.6652,13465.9,30/06/2017,,,
17-Jun-16,8170.2,3250.0508,13427.35,29/06/2017,,,
16-Jun-16,8140.75,3249.5218,13359.25,28/06/2017,,,
15-Jun-16,8206.6,3248.9827,13359.4,27/06/2017,,,
14-Jun-16,8108.85,3248.4068,13385.65,26/06/2017,,,
13-Jun-16,8110.6,3246.7082,13302.2,23/06/2017,,,
10-Jun-16,8170.05,3246.1462,13227.5,22/06/2017,,,
09-Jun-16,8203.6,3245.5982,13329.95,21/06/2017,,,
08-Jun-16,8273.05,3245.0276,13380.6,20/06/2017,,,
07-Jun-16,8266.45,3244.4781,13422.3,19/06/2017,,,
06-Jun-16,8201.05,3243.9292,13333.2,18/06/2017,,,
03-Jun-16,8220.8,3242.8275,13254.9,16/06/2017,,,
02-Jun-16,8218.95,3242.2866,13256.9,15/06/2017,,,
01-Jun-16,8179.95,3241.697,13331.1,14/06/2017,,,
31-May-16,8160.1,3241.1443,13271.75,13/06/2017,,,
30-May-16,8178.5,3240.5676,13292.65,12/06/2017,,,
27-May-16,8156.65,3240.017,13335.35,11/06/2017,,,
26-May-16,8069.65,3238.8906,13270.05,09/06/2017,,,
25-May-16,7934.9,3238.3244,13105.45,08/06/2017,,,
24-May-16,7748.85,3237.7688,12977.85,07/06/2017,,,
23-May-16,7731.05,3237.1843,12865.9,06/06/2017,,,
20-May-16,7749.7,3236.6357,12933.8,05/06/2017,,,
19-May-16,7783.4,3236.077,12970.05,04/06/2017,,,
18-May-16,7870.15,3234.9745,13039,02/06/2017,,,
17-May-16,7890.75,3234.3881,13198.5,01/06/2017,,,
16-May-16,7860.75,3233.8263,13151.3,31/05/2017,,,
13-May-16,7814.9,3233.2779,13140.7,30/05/2017,,,
12-May-16,7900.4,3232.7159,13130.8,29/05/2017,,,
11-May-16,7848.85,3232.1784,13181.9,28/05/2017,,,
10-May-16,7887.8,3231.0563,13095.9,26/05/2017,,,
09-May-16,7866.05,3230.49,13108.65,25/05/2017,,,
06-May-16,7733.45,3229.9307,13144.95,24/05/2017,,,
05-May-16,7735.5,3229.3803,13001.85,23/05/2017,,,
04-May-16,7706.55,3228.7883,12965.45,22/05/2017,,,
03-May-16,7747,3228.2286,12964.3,21/05/2017,,,
02-May-16,7805.9,3227.1295,13156.05,19/05/2017,,,
29-Apr-16,7849.8,3226.5804,13271.3,18/05/2017,,,
28-Apr-16,7847.25,3226.0257,13195.3,17/05/2017,,,
27-Apr-16,7979.9,3225.4637,13163.45,16/05/2017,,,
26-Apr-16,7962.65,3224.9013,13305.55,15/05/2017,,,
25-Apr-16,7855.05,3224.3425,13278,14/05/2017,,,
22-Apr-16,7899.3,3223.2183,13167.25,12/05/2017,,,
21-Apr-16,7912.05,3222.674,13245.85,11/05/2017,,,
20-Apr-16,7914.75,3222.109,13246.5,10/05/2017,,,
18-Apr-16,7914.7,3221.5485,13335.55,09/05/2017,,,
13-Apr-16,7850.45,3220.9884,13278.5,08/05/2017,,,
12-Apr-16,7708.95,3220.4279,13135.3,07/05/2017,,,
11-Apr-16,7671.4,3219.3136,12995.8,05/05/2017,,,
08-Apr-16,7555.2,3218.7506,12905.15,04/05/2017,,,
07-Apr-16,7546.45,3218.1925,12793.1,03/05/2017,,,
06-Apr-16,7614.35,3217.6306,12705.75,02/05/2017,,,
05-Apr-16,7603.2,3217.0726,12761.8,01/05/2017,,,
04-Apr-16,7758.8,3215.3889,12647.1,28/04/2017,,,
01-Apr-16,7713.05,3214.8238,12849.9,27/04/2017,,,
31-Mar-16,7738.4,3214.2735,12791.95,26/04/2017,,,
30-Mar-16,7735.2,3213.7231,12752.6,25/04/2017,,,
29-Mar-16,7597,3213.1702,12650.55,24/04/2017,,,
28-Mar-16,7615.1,3212.6191,12401.05,23/04/2017,,,
23-Mar-16,7716.5,3211.5025,12438.7,21/04/2017,,,
22-Mar-16,7714.9,3210.9587,12636.75,20/04/2017,,,
21-Mar-16,7704.25,3210.41,12595.65,19/04/2017,,,
18-Mar-16,7604.35,3209.8633,12565.9,18/04/2017,,,
17-Mar-16,7512.55,3209.3095,12405.55,17/04/2017,,,
16-Mar-16,7498.75,3208.7639,12290.15,16/04/2017,,,
15-Mar-16,7460.6,3207.0109,12206.4,13/04/2017,,,
14-Mar-16,7538.75,3206.4869,12251.6,12/04/2017,,,
11-Mar-16,7510.2,3205.937,12345.25,11/04/2017,,,
10-Mar-16,7486.15,3205.3435,12300.35,10/04/2017,,,
09-Mar-16,7531.8,3204.7632,12307.4,09/04/2017,,,
08-Mar-16,7485.3,3203.6869,12353.8,07/04/2017,,,
04-Mar-16,7485.35,3203.1484,12325.3,06/04/2017,,,
03-Mar-16,7475.6,3202.6269,12314.15,05/04/2017,,,
02-Mar-16,7368.85,3202.0746,12204.85,04/04/2017,,,
01-Mar-16,7222.3,3201.5179,12101.25,03/04/2017,,,
29-Feb-16,6987.05,3200.9534,11855.95,02/04/2017,,,
26-Feb-16,7029.75,3199.6399,11558.7,31/03/2017,,,
25-Feb-16,6970.6,3198.6634,11518.2,30/03/2017,,,
24-Feb-16,7018.7,3198.1108,11538.45,29/03/2017,,,
23-Feb-16,7109.55,3197.5411,11650.05,28/03/2017,,,
22-Feb-16,7234.55,3197.003,11733.4,27/03/2017,,,
19-Feb-16,7210.75,3196.4679,11894.65,26/03/2017,,,
18-Feb-16,7191.75,3195.3573,11823.35,24/03/2017,,,
17-Feb-16,7108.45,3194.8107,11825,23/03/2017,,,
16-Feb-16,7048.25,3194.2477,11732.5,22/03/2017,,,
15-Feb-16,7162.95,3193.5783,11622.5,21/03/2017,,,
12-Feb-16,6980.95,3192.9663,11916.3,20/03/2017,,,
11-Feb-16,6976.35,3192.3801,11485.8,19/03/2017,,,
10-Feb-16,7215.7,3191.1509,11593,17/03/2017,,,
09-Feb-16,7298.2,3190.6002,12035.6,16/03/2017,,,
08-Feb-16,7387.25,3190.0369,12174.2,15/03/2017,,,
05-Feb-16,7489.1,3189.4474,12363.4,14/03/2017,,,
04-Feb-16,7404,3188.8854,12382.8,13/03/2017,,,
03-Feb-16,7361.8,3187.2067,12154.5,10/03/2017,,,
02-Feb-16,7455.55,3186.632,12175.95,09/03/2017,,,
01-Feb-16,7555.95,3186.0871,12347.85,08/03/2017,,,
29-Jan-16,7563.55,3185.5348,12526.1,07/03/2017,,,
28-Jan-16,7424.65,3184.9958,12469.1,06/03/2017,,,
27-Jan-16,7437.75,3184.4543,12302.85,05/03/2017,,,
25-Jan-16,7436.15,3183.3108,12320.65,03/03/2017,,,
22-Jan-16,7422.45,3182.7598,12267.4,02/03/2017,,,
21-Jan-16,7276.8,3182.2105,12221.45,01/03/2017,,,
20-Jan-16,7309.3,3181.634,11967.1,28/02/2017,,,
19-Jan-16,7435.1,3181.0637,12027.25,27/02/2017,,,
18-Jan-16,7351,3180.4932,12248.75,26/02/2017,,,
15-Jan-16,7437.8,3178.8285,12075.5,23/02/2017,,,
14-Jan-16,7536.8,3178.2557,12480.6,22/02/2017,,,
13-Jan-16,7562.4,3177.6875,12838.25,21/02/2017,,,
12-Jan-16,7510.3,3177.1524,12993.9,20/02/2017,,,
11-Jan-16,7563.85,3176.5731,13087.7,19/02/2017,,,
08-Jan-16,7601.35,3175.4387,13183.5,17/02/2017,,,
07-Jan-16,7568.3,3174.848,13288.7,16/02/2017,,,
06-Jan-16,7741,3174.2906,13130.3,15/02/2017,,,
05-Jan-16,7784.65,3173.7206,13513.2,14/02/2017,,,
04-Jan-16,7791.3,3173.1545,13546.2,13/02/2017,,,
01-Jan-16,7963.2,3172.5846,13429.4,12/02/2017,,,
31-Dec-15,7946.35,3171.436,13540.45,10/02/2017,,,
30-Dec-15,7896.25,3170.8642,13396.7,09/02/2017,,,
29-Dec-15,7928.95,3170.3066,13365.6,08/02/2017,,,
28-Dec-15,7925.15,3169.9136,13373.5,07/02/2017,,,
24-Dec-15,7861.05,3169.3632,13345.25,06/02/2017,,,
23-Dec-15,7865.95,3168.807,13337.35,05/02/2017,,,
22-Dec-15,7786.1,3167.6634,13282.55,03/02/2017,,,
21-Dec-15,7834.45,3167.0751,13228.15,02/02/2017,,,
18-Dec-15,7761.95,3166.5172,13279.7,01/02/2017,,,
17-Dec-15,7844.35,3165.9418,13177.9,31/01/2017,,,
16-Dec-15,7750.9,3165.365,13220.85,30/01/2017,,,
15-Dec-15,7700.9,3164.8071,12994.25,29/01/2017,,,
14-Dec-15,7650.05,3163.6934,12940.65,27/01/2017,,,
11-Dec-15,7610.45,3163.1336,12867.65,26/01/2017,,,
10-Dec-15,7683.3,3162.5669,12807.6,25/01/2017,,,
09-Dec-15,7612.5,3162.0427,12904.8,24/01/2017,,,
08-Dec-15,7701.7,3161.4869,12792.85,23/01/2017,,,
07-Dec-15,7765.4,3160.9446,13022.65,22/01/2017,,,
04-Dec-15,7781.9,3159.8055,13183.05,20/01/2017,,,
03-Dec-15,7864.15,3159.2631,13190.9,19/01/2017,,,
02-Dec-15,7931.35,3158.7097,13287.4,18/01/2017,,,
01-Dec-15,7954.9,3158.1621,13359.7,17/01/2017,,,
30-Nov-15,7935.25,3157.6214,13357.5,16/01/2017,,,
27-Nov-15,7942.7,3157.0724,13248.7,15/01/2017,,,
26-Nov-15,7883.8,3155.9566,13228.25,13/01/2017,,,
24-Nov-15,7831.6,3155.4154,13180.9,12/01/2017,,,
23-Nov-15,7849.25,3154.8752,13128.6,11/01/2017,,,
20-Nov-15,7856.55,3154.3419,13116.1,10/01/2017,,,
19-Nov-15,7842.75,3153.7994,13089.9,09/01/2017,,,
18-Nov-15,7731.8,3153.2579,13003.75,08/01/2017,,,
17-Nov-15,7837.55,3152.1656,12877.3,06/01/2017,,,
16-Nov-15,7806.6,3151.6178,12959.55,05/01/2017,,,
13-Nov-15,7762.25,3151.0765,12883.85,04/01/2017,,,
11-Nov-15,7825,3150.5319,12885.95,03/01/2017,,,
10-Nov-15,7783.35,3149.9558,12991.45,02/01/2017,,,
09-Nov-15,7915.2,3149.3777,12851.25,01/01/2017,,,
06-Nov-15,7954.3,3148.1899,13073.8,30/12/2016,,,
05-Nov-15,7955.45,3147.5795,12995.7,29/12/2016,,,
04-Nov-15,8040.2,3147.0218,13076.35,28/12/2016,,,
03-Nov-15,8060.7,3146.4609,13270.55,27/12/2016,,,
02-Nov-15,8050.8,3145.9158,13263.8,26/12/2016,,,
30-Oct-15,8065.8,3145.3734,13206.55,25/12/2016,,,
29-Oct-15,8111.75,3144.1648,13238.5,23/12/2016,,,
28-Oct-15,8171.2,3143.6797,13262.45,22/12/2016,,,
27-Oct-15,8232.9,3143.1581,13317.4,21/12/2016,,,
26-Oct-15,8260.55,3142.6037,13373.55,20/12/2016,,,
23-Oct-15,8295.45,3142.078,13363.45,19/12/2016,,,
21-Oct-15,8251.7,3141.5415,13428.2,18/12/2016,,,
20-Oct-15,8261.65,3140.3741,13464.55,16/12/2016,,,
19-Oct-15,8275.05,3139.9225,13486.55,15/12/2016,,,
16-Oct-15,8238.15,3139.3709,13439.7,14/12/2016,,,
15-Oct-15,8179.5,3138.7839,13332.1,13/12/2016,,,
14-Oct-15,8107.9,3138.2158,13266.3,12/12/2016,,,
13-Oct-15,8131.7,3136.5915,13225.9,09/12/2016,,,
12-Oct-15,8143.6,3136.0056,13245.4,08/12/2016,,,
09-Oct-15,8189.7,3135.4744,13243.4,07/12/2016,,,
08-Oct-15,8129.35,3135.3876,13255.5,06/12/2016,,,
07-Oct-15,8177.4,3134.8578,13266.15,05/12/2016,,,
06-Oct-15,8152.9,3134.2957,13352.2,04/12/2016,,,
05-Oct-15,8119.3,3133.0346,13335.1,02/12/2016,,,
01-Oct-15,7950.9,3132.6913,13272.1,01/12/2016,,,
30-Sep-15,7948.9,3132.1866,12998.7,30/11/2016,,,
29-Sep-15,7843.3,3131.6061,12984.5,29/11/2016,,,
28-Sep-15,7795.7,3131.0576,12741.05,28/11/2016,,,
24-Sep-15,7868.5,3130.6589,12727.25,27/11/2016,,,
23-Sep-15,7845.95,3129.5429,12760.65,25/11/2016,,,
22-Sep-15,7812,3129.0827,12735.4,24/11/2016,,,
21-Sep-15,7977.1,3128.2298,12655.15,23/11/2016,,,
18-Sep-15,7981.9,3127.6059,12831.45,22/11/2016,,,
16-Sep-15,7899.15,3127.007,12757.15,21/11/2016,,,
15-Sep-15,7829.1,3126.4216,12695,20/11/2016,,,
14-Sep-15,7872.25,3125.2945,12785.15,18/11/2016,,,
11-Sep-15,7789.3,3124.6961,12884.7,17/11/2016,,,
10-Sep-15,7788.1,3124.1254,12709.2,16/11/2016,,,
09-Sep-15,7818.6,3123.5266,12670,15/11/2016,,,
08-Sep-15,7688.25,3122.9115,12648.5,14/11/2016,,,
07-Sep-15,7558.8,3121.1888,12397.9,11/11/2016,,,
04-Sep-15,7655.05,3120.6142,12319.1,10/11/2016,,,
03-Sep-15,7823,3120.044,12591.8,09/11/2016,,,
02-Sep-15,7717,3119.4751,12876.8,08/11/2016,,,
01-Sep-15,7785.85,3118.9062,12735.2,07/11/2016,,,
31-Aug-15,7971.3,3118.3375,12787.1,06/11/2016,,,
28-Aug-15,8001.95,3117.1992,13059.1,04/11/2016,,,
27-Aug-15,7948.95,3116.6302,13134.3,03/11/2016,,,
26-Aug-15,7791.85,3116.0582,13105.3,02/11/2016,,,
25-Aug-15,7880.7,3115.4898,12756.1,01/11/2016,,,
24-Aug-15,7809,3114.9129,12790.9,31/10/2016,,,
21-Aug-15,8299.95,3113.2125,12543.15,28/10/2016,,,
20-Aug-15,8372.75,3112.636,13749.15,27/10/2016,,,
