Date,NIFTY 50,HDFC LIQUID FUND,NIFTY MIDCAP 100,Date1,,,
28-Dec-18,10859.9,3739.3365,17875.5,22/07/2019,,,
27-Dec-18,10779.8,3738.7699,17792.85,21/07/2019,,,
26-Dec-18,10729.85,3737.5815,17631.05,19/07/2019,,,
24-Dec-18,10663.5,3736.9355,17572.6,18/07/2019,,,
21-Dec-18,10754,3736.3402,17587.65,17/07/2019,,,
20-Dec-18,10951.7,3735.5292,17704.8,16/07/2019,,,
19-Dec-18,10967.3,3734.6928,17989.15,15/07/2019,,,
18-Dec-18,10908.7,3734.0178,17968.2,14/07/2019,,,
17-Dec-18,10888.35,3732.7936,17738.5,12/07/2019,,,
14-Dec-18,10805.45,3732.1328,17672.3,11/07/2019,,,
13-Dec-18,10791.55,3731.4317,17591.6,10/07/2019,,,
12-Dec-18,10737.6,3730.7161,17539.55,09/07/2019,,,
11-Dec-18,10549.15,3730.0509,17419.8,08/07/2019,,,
10-Dec-18,10488.45,3729.3959,16972.05,07/07/2019,,,
07-Dec-18,10693.7,3728.152,16693.7,05/07/2019,,,
06-Dec-18,10601.15,3727.3978,17054.5,04/07/2019,,,
05-Dec-18,10782.9,3726.6506,17050.4,03/07/2019,,,
04-Dec-18,10869.5,3725.8506,17331.2,02/07/2019,,,
03-Dec-18,10883.75,3725.1322,17588.55,01/07/2019,,,
30-Nov-18,10876.75,3724.4099,17629.95,30/06/2019,,,
29-Nov-18,10858.7,3723.1323,17503.6,28/06/2019,,,
28-Nov-18,10728.85,3722.4827,17394.2,27/06/2019,,,
27-Nov-18,10685.6,3721.8024,17305.2,26/06/2019,,,
26-Nov-18,10628.6,3721.1869,17469.4,25/06/2019,,,
22-Nov-18,10526.75,3720.5701,17380.95,24/06/2019,,,
21-Nov-18,10600.05,3719.9635,17347.2,23/06/2019,,,
20-Nov-18,10656.2,3718.6932,17507.15,21/06/2019,,,
19-Nov-18,10763.4,3718.1543,17419.9,20/06/2019,,,
16-Nov-18,10682.2,3717.2159,17591.95,19/06/2019,,,
15-Nov-18,10616.7,3716.5621,17507.85,18/06/2019,,,
14-Nov-18,10576.3,3715.9163,17568.65,17/06/2019,,,
13-Nov-18,10582.5,3715.254,17483.9,16/06/2019,,,
12-Nov-18,10482.2,3713.9293,17489.6,14/06/2019,,,
09-Nov-18,10585.2,3713.2767,17439.25,13/06/2019,,,
07-Nov-18,10598.4,3712.616,17605.5,12/06/2019,,,
06-Nov-18,10530,3711.9518,17400.2,11/06/2019,,,
05-Nov-18,10524,3711.3146,17265.65,10/06/2019,,,
02-Nov-18,10553,3710.6513,17363.2,09/06/2019,,,
01-Nov-18,10380.45,3709.3263,17430.95,07/06/2019,,,
31-Oct-18,10386.6,3708.6453,17338.95,06/06/2019,,,
30-Oct-18,10198.4,3707.7787,17189.15,05/06/2019,,,
29-Oct-18,10250.85,3707.0666,16865.8,04/06/2019,,,
26-Oct-18,10030,3706.358,16750.05,03/06/2019,,,
25-Oct-18,10124.9,3705.5908,16256.6,02/06/2019,,,
24-Oct-18,10224.75,3704.2368,16276.05,31/05/2019,,,
23-Oct-18,10146.8,3703.3517,16378.5,30/05/2019,,,
22-Oct-18,10245.25,3702.6515,16167.5,29/05/2019,,,
19-Oct-18,10303.55,3701.9228,16308.15,28/05/2019,,,
17-Oct-18,10453.05,3701.1575,16514.95,27/05/2019,,,
16-Oct-18,10584.75,3700.4704,16774.9,26/05/2019,,,
15-Oct-18,10512.5,3699.0927,17163.5,24/05/2019,,,
12-Oct-18,10472.5,3698.3272,16902.1,23/05/2019,,,
11-Oct-18,10234.65,3697.4438,16746,22/05/2019,,,
10-Oct-18,10460.1,3696.6609,16277.15,21/05/2019,,,
09-Oct-18,10301.05,3695.9136,16666.5,20/05/2019,,,
08-Oct-18,10348.05,3695.1685,16003.75,19/05/2019,,,
05-Oct-18,10316.45,3693.762,16055.4,17/05/2019,,,
04-Oct-18,10599.25,3693.0166,16299.75,16/05/2019,,,
03-Oct-18,10858.25,3692.1581,16736.5,15/05/2019,,,
01-Oct-18,11008.3,3691.3692,17085.75,14/05/2019,,,
28-Sep-18,10930.45,3690.5755,17285.3,13/05/2019,,,
27-Sep-18,10977.55,3689.8326,17154.35,12/05/2019,,,
26-Sep-18,11053.8,3688.418,17509.85,10/05/2019,,,
25-Sep-18,11067.45,3687.7168,17920.75,09/05/2019,,,
24-Sep-18,10967.4,3686.9886,17864.5,08/05/2019,,,
21-Sep-18,11143.1,3686.236,17847.9,07/05/2019,,,
19-Sep-18,11234.35,3685.4686,18347.5,06/05/2019,,,
18-Sep-18,11278.9,3684.7498,18816.75,05/05/2019,,,
17-Sep-18,11377.75,3683.3275,18992.75,03/05/2019,,,
14-Sep-18,11515.2,3682.64,19262.75,02/05/2019,,,
12-Sep-18,11369.9,3681.9985,19389.15,01/05/2019,,,
11-Sep-18,11287.5,3681.286,19046.55,30/04/2019,,,
10-Sep-18,11438.1,3680.6426,18983.05,29/04/2019,,,
07-Sep-18,11589.1,3678.5028,19241.85,26/04/2019,,,
06-Sep-18,11536.9,3677.8231,19579.25,25/04/2019,,,
05-Sep-18,11476.95,3677.122,19327.05,24/04/2019,,,
04-Sep-18,11520.3,3676.462,19245.55,23/04/2019,,,
03-Sep-18,11582.35,3675.8267,19326.9,22/04/2019,,,
31-Aug-18,11680.5,3675.17,19866.7,21/04/2019,,,
30-Aug-18,11676.8,3673.035,19920.45,18/04/2019,,,
29-Aug-18,11691.9,3672.3446,19851.85,17/04/2019,,,
28-Aug-18,11738.5,3671.6365,19826.7,16/04/2019,,,
27-Aug-18,11691.95,3670.8304,19718.4,15/04/2019,,,
24-Aug-18,11557.1,3670.0868,19773.85,14/04/2019,,,
23-Aug-18,11582.75,3668.666,19542.05,12/04/2019,,,
21-Aug-18,11570.9,3668.0982,19599.5,11/04/2019,,,
20-Aug-18,11551.75,3667.4758,19634.05,10/04/2019,,,
17-Aug-18,11470.75,3666.8446,19598.4,09/04/2019,,,
16-Aug-18,11385.05,3666.2322,19443,08/04/2019,,,
14-Aug-18,11435.1,3665.6384,19221.25,07/04/2019,,,
13-Aug-18,11355.75,3664.2029,19239.2,05/04/2019,,,
10-Aug-18,11429.5,3663.5556,19012.4,04/04/2019,,,
09-Aug-18,11470.7,3662.7758,19135.95,03/04/2019,,,
08-Aug-18,11450,3662.1204,19236.7,02/04/2019,,,
07-Aug-18,11389.45,3661.0145,19142.8,01/04/2019,,,
06-Aug-18,11387.1,3660.2999,19145.55,31/03/2019,,,
03-Aug-18,11360.8,3658.8742,19199.2,29/03/2019,,,
02-Aug-18,11244.7,3656.6396,19112.7,28/03/2019,,,
01-Aug-18,11346.2,3655.8932,18926.45,27/03/2019,,,
31-Jul-18,11356.5,3655.2248,18905.25,26/03/2019,,,
30-Jul-18,11319.55,3654.4992,18876.9,25/03/2019,,,
27-Jul-18,11278.35,3653.7852,18801.85,24/03/2019,,,
26-Jul-18,11167.3,3652.3674,18781.45,22/03/2019,,,
25-Jul-18,11132,3651.7655,18614.25,21/03/2019,,,
24-Jul-18,11134.3,3651.0577,18505.25,20/03/2019,,,
23-Jul-18,11084.75,3650.4457,18496.7,19/03/2019,,,
20-Jul-18,11010.2,3649.7508,18255.2,18/03/2019,,,
19-Jul-18,10957.1,3649.0672,18055.15,17/03/2019,,,
18-Jul-18,10980.45,3647.6792,17887.45,15/03/2019,,,
17-Jul-18,11008.05,3647.0453,18017.95,14/03/2019,,,
16-Jul-18,10936.85,3646.117,18209.1,13/03/2019,,,
13-Jul-18,11018.9,3645.3101,17794,12/03/2019,,,
12-Jul-18,11023.2,3644.5642,18263,11/03/2019,,,
11-Jul-18,10948.3,3643.8564,18473.85,10/03/2019,,,
10-Jul-18,10947.25,3642.4731,18555.05,08/03/2019,,,
09-Jul-18,10852.9,3641.7943,18646.2,07/03/2019,,,
06-Jul-18,10772.65,3641.0994,18512.95,06/03/2019,,,
05-Jul-18,10749.75,3640.3928,18222.05,05/03/2019,,,
04-Jul-18,10769.9,3639.6848,18128.1,04/03/2019,,,
03-Jul-18,10699.9,3637.5852,18255.8,01/03/2019,,,
02-Jul-18,10657.3,3636.8602,18229.8,28/02/2019,,,
29-Jun-18,10714.3,3636.2296,18063.75,27/02/2019,,,
28-Jun-18,10589.1,3635.5983,18181.3,26/02/2019,,,
27-Jun-18,10671.4,3634.9285,17844.65,25/02/2019,,,
26-Jun-18,10769.15,3634.2375,18182.75,24/02/2019,,,
25-Jun-18,10762.45,3632.9218,18460.1,22/02/2019,,,
22-Jun-18,10821.85,3632.1692,18494.8,21/02/2019,,,
21-Jun-18,10741.1,3631.4933,18595.85,20/02/2019,,,
20-Jun-18,10772.05,3630.8753,18507.2,19/02/2019,,,
19-Jun-18,10710.45,3630.1979,18613.3,18/02/2019,,,
18-Jun-18,10799.85,3629.6206,18518.1,17/02/2019,,,
15-Jun-18,10817.7,3628.2684,18746.6,15/02/2019,,,
14-Jun-18,10808.05,3627.6701,18812.6,14/02/2019,,,
13-Jun-18,10856.7,3627.0276,18934.2,13/02/2019,,,
12-Jun-18,10842.85,3626.3365,18919.45,12/02/2019,,,
11-Jun-18,10786.95,3625.6589,18985.5,11/02/2019,,,
08-Jun-18,10767.65,3624.9624,18825.1,10/02/2019,,,
07-Jun-18,10768.35,3623.6018,18830.6,08/02/2019,,,
06-Jun-18,10684.65,3622.8607,18734.15,07/02/2019,,,
05-Jun-18,10593.15,3622.0775,18452.7,06/02/2019,,,
04-Jun-18,10628.5,3621.3989,18194.6,05/02/2019,,,
01-Jun-18,10696.2,3620.7228,18428.1,04/02/2019,,,
31-May-18,10736.15,3620.0889,18635.7,03/02/2019,,,
30-May-18,10614.35,3618.7219,18903.3,01/02/2019,,,
29-May-18,10633.3,3618.0521,18975.3,31/01/2019,,,
28-May-18,10688.65,3617.3604,18985.05,30/01/2019,,,
25-May-18,10605.15,3616.6813,19051.55,29/01/2019,,,
24-May-18,10513.85,3615.996,18787.4,28/01/2019,,,
23-May-18,10430.35,3615.2991,18427.65,27/01/2019,,,
22-May-18,10536.7,3613.9243,18506.8,25/01/2019,,,
21-May-18,10516.7,3613.232,18619.2,24/01/2019,,,
18-May-18,10596.4,3612.5251,18571.25,23/01/2019,,,
17-May-18,10682.7,3611.8299,18891.8,22/01/2019,,,
16-May-18,10741.1,3611.1391,19153.3,21/01/2019,,,
15-May-18,10801.85,3610.4257,19082.9,20/01/2019,,,
14-May-18,10806.6,3609.0446,19097.1,18/01/2019,,,
11-May-18,10806.5,3608.3464,19275.25,17/01/2019,,,
10-May-18,10716.55,3607.6385,19507.1,16/01/2019,,,
09-May-18,10741.7,3606.9502,19423.9,15/01/2019,,,
08-May-18,10717.8,3606.2582,19733.85,14/01/2019,,,
07-May-18,10715.5,3605.5689,19839.05,13/01/2019,,,
04-May-18,10618.25,3604.1835,19867.75,11/01/2019,,,
03-May-18,10679.65,3603.4683,19720,10/01/2019,,,
02-May-18,10718.05,3602.7447,19775,09/01/2019,,,
30-Apr-18,10739.35,3602.0231,19987.75,08/01/2019,,,
27-Apr-18,10692.3,3601.3024,20290.3,07/01/2019,,,
26-Apr-18,10617.8,3600.6052,20120.8,06/01/2019,,,
25-Apr-18,10570.55,3599.2197,19987,04/01/2019,,,
24-Apr-18,10614.35,3598.5114,19912.9,03/01/2019,,,
23-Apr-18,10584.7,3597.8838,19994.15,02/01/2019,,,
20-Apr-18,10564.05,3597.0761,20006.45,01/01/2019,,,
19-Apr-18,10565.3,3596.3162,19905.75,31/12/2018,,,
18-Apr-18,10526.2,3595.5056,19974.1,30/12/2018,,,
17-Apr-18,10548.7,3594.0976,19841.45,28/12/2018,,,
16-Apr-18,10528.35,3593.3686,19860.25,27/12/2018,,,
13-Apr-18,10480.6,3592.6556,19834.35,26/12/2018,,,
12-Apr-18,10458.65,3591.9851,19676.2,25/12/2018,,,
11-Apr-18,10417.15,3591.2874,19571.55,24/12/2018,,,
10-Apr-18,10402.25,3590.5899,19633.2,23/12/2018,,,
09-Apr-18,10379.35,3589.2034,19630.95,21/12/2018,,,
06-Apr-18,10331.6,3588.6271,19594.7,20/12/2018,,,
05-Apr-18,10325.15,3587.9863,19519.25,19/12/2018,,,
04-Apr-18,10128.4,3587.2424,19418.95,18/12/2018,,,
03-Apr-18,10245,3586.4978,19040.85,17/12/2018,,,
02-Apr-18,10211.8,3585.7941,19266.05,16/12/2018,,,
28-Mar-18,10113.7,3584.4062,19097.4,14/12/2018,,,
27-Mar-18,10184.15,3583.6417,18757,13/12/2018,,,
26-Mar-18,10130.65,3582.8791,18959.45,12/12/2018,,,
23-Mar-18,9998.05,3582.0898,18712.75,11/12/2018,,,
22-Mar-18,10114.75,3581.5123,18474,10/12/2018,,,
21-Mar-18,10155.25,3580.8456,18747.8,09/12/2018,,,
20-Mar-18,10124.35,3579.4686,18906.75,07/12/2018,,,
19-Mar-18,10094.25,3578.7698,18836.5,06/12/2018,,,
16-Mar-18,10195.15,3577.9691,18764.35,05/12/2018,,,
15-Mar-18,10360.15,3577.1219,19055.45,04/12/2018,,,
14-Mar-18,10410.9,3576.3003,19258.85,03/12/2018,,,
13-Mar-18,10426.85,3575.553,19183.7,02/12/2018,,,
12-Mar-18,10421.4,3574.1665,19107.65,30/11/2018,,,
09-Mar-18,10226.85,3573.4458,18960.75,29/11/2018,,,
08-Mar-18,10242.65,3572.7044,18773.15,28/11/2018,,,
07-Mar-18,10154.2,3571.9759,18887.2,27/11/2018,,,
06-Mar-18,10249.25,3571.1909,18795.3,26/11/2018,,,
05-Mar-18,10358.85,3570.3681,19097.55,25/11/2018,,,
01-Mar-18,10458.35,3568.2652,19327.4,22/11/2018,,,
28-Feb-18,10492.85,3567.5129,19512.3,21/11/2018,,,
27-Feb-18,10554.3,3566.7671,19664.9,20/11/2018,,,
26-Feb-18,10582.6,3566.0621,19681.95,19/11/2018,,,
23-Feb-18,10491.05,3565.3385,19854.75,18/11/2018,,,
22-Feb-18,10382.7,3563.9315,19708.4,16/11/2018,,,
21-Feb-18,10397.45,3563.2157,19375.1,15/11/2018,,,
20-Feb-18,10360.4,3562.2891,19474.8,14/11/2018,,,
19-Feb-18,10378.4,3561.4302,19486.7,13/11/2018,,,
16-Feb-18,10452.3,3560.7042,19490.65,12/11/2018,,,
15-Feb-18,10545.5,3559.883,19701.3,11/11/2018,,,
14-Feb-18,10500.9,3558.4781,19927.6,09/11/2018,,,
12-Feb-18,10539.75,3557.7555,20152.05,08/11/2018,,,
09-Feb-18,10454.95,3556.3454,20149.6,06/11/2018,,,
08-Feb-18,10576.85,3555.5892,19872.25,05/11/2018,,,
07-Feb-18,10476.7,3554.7896,19827.6,04/11/2018,,,
06-Feb-18,10498.25,3553.3732,19480.2,02/11/2018,,,
05-Feb-18,10666.55,3552.5971,19402.15,01/11/2018,,,
02-Feb-18,10760.6,3551.8822,19721.65,31/10/2018,,,
01-Feb-18,11016.9,3551.1938,19760.35,30/10/2018,,,
31-Jan-18,11027.7,3550.5023,20657.4,29/10/2018,,,
30-Jan-18,11049.65,3549.8096,20785.2,28/10/2018,,,
29-Jan-18,11130.4,3548.4264,21102.5,26/10/2018,,,
25-Jan-18,11069.65,3547.7419,21272.85,25/10/2018,,,
24-Jan-18,11086,3547.0376,21455.75,24/10/2018,,,
23-Jan-18,11083.7,3546.3532,21637.05,23/10/2018,,,
22-Jan-18,10966.2,3545.6602,21731.8,22/10/2018,,,
19-Jan-18,10894.7,3544.9569,21507.5,21/10/2018,,,
18-Jan-18,10817,3543.5548,21308.8,19/10/2018,,,
17-Jan-18,10788.55,3542.8633,21098,18/10/2018,,,
16-Jan-18,10700.45,3542.1649,21516.45,17/10/2018,,,
15-Jan-18,10741.55,3541.4757,21297.25,16/10/2018,,,
12-Jan-18,10681.25,3540.7778,21697.35,15/10/2018,,,
11-Jan-18,10651.2,3540.113,21694.55,14/10/2018,,,
10-Jan-18,10632.2,3538.7262,21719.2,12/10/2018,,,
09-Jan-18,10637,3538.0521,21662.25,11/10/2018,,,
08-Jan-18,10623.6,3537.337,21693.4,10/10/2018,,,
05-Jan-18,10558.85,3536.6104,21719.05,09/10/2018,,,
04-Jan-18,10504.8,3535.9196,21499.85,08/10/2018,,,
03-Jan-18,10443.2,3535.2203,21308.35,07/10/2018,,,
02-Jan-18,10442.2,3533.7825,21101.3,05/10/2018,,,
01-Jan-18,10435.55,3532.9518,20959.7,04/10/2018,,,
29-Dec-17,10530.7,3532.2901,21109.8,03/10/2018,,,
28-Dec-17,10477.9,3531.5911,21133.5,02/10/2018,,,
27-Dec-17,10490.75,3530.9111,20991.3,01/10/2018,,,
26-Dec-17,10531.5,3530.2196,20979.75,30/09/2018,,,
22-Dec-17,10493,3528.8266,21004.7,28/09/2018,,,
21-Dec-17,10440.3,3528.0285,20834,27/09/2018,,,
20-Dec-17,10444.2,3527.0557,20771.5,26/09/2018,,,
19-Dec-17,10463.2,3526.4342,20550.2,25/09/2018,,,
18-Dec-17,10388.75,3526.2822,20421.75,24/09/2018,,,
15-Dec-17,10333.25,3525.7004,20129.8,23/09/2018,,,
14-Dec-17,10252.1,3524.3269,19962.3,21/09/2018,,,
13-Dec-17,10192.95,3523.631,19760.6,20/09/2018,,,
12-Dec-17,10240.15,3522.9412,19754.9,19/09/2018,,,
11-Dec-17,10322.25,3522.2519,19947,18/09/2018,,,
08-Dec-17,10265.65,3521.5853,20120.6,17/09/2018,,,
07-Dec-17,10166.7,3520.9592,20014.75,16/09/2018,,,
06-Dec-17,10044.1,3519.5879,19831.15,14/09/2018,,,
05-Dec-17,10118.25,3518.9087,19551.95,13/09/2018,,,
04-Dec-17,10127.75,3518.2371,19755.9,12/09/2018,,,
01-Dec-17,10121.8,3517.6577,19750.2,11/09/2018,,,
30-Nov-17,10226.55,3517.2027,19691.7,10/09/2018,,,
29-Nov-17,10361.3,3516.5953,19895.15,09/09/2018,,,
28-Nov-17,10370.25,3515.2556,20035.15,07/09/2018,,,
27-Nov-17,10399.55,3514.5938,20098.35,06/09/2018,,,
24-Nov-17,10389.7,3513.9185,20085.2,05/09/2018,,,
23-Nov-17,10348.75,3513.2387,19984.25,04/09/2018,,,
22-Nov-17,10342.3,3512.5476,19884.2,03/09/2018,,,
21-Nov-17,10326.9,3511.858,19825.8,02/09/2018,,,
20-Nov-17,10298.75,3510.5356,19830.3,31/08/2018,,,
17-Nov-17,10283.6,3509.8575,19798.3,30/08/2018,,,
16-Nov-17,10214.75,3509.1727,19642.6,29/08/2018,,,
15-Nov-17,10118.05,3508.5067,19440.9,28/08/2018,,,
14-Nov-17,10186.6,3507.8155,19230.1,27/08/2018,,,
13-Nov-17,10224.95,3507.1384,19442.9,26/08/2018,,,
10-Nov-17,10321.75,3505.8301,19483.45,24/08/2018,,,
09-Nov-17,10308.95,3505.1624,19575.95,23/08/2018,,,
08-Nov-17,10303.15,3504.5288,19594.8,22/08/2018,,,
07-Nov-17,10350.15,3503.8788,19363.45,21/08/2018,,,
06-Nov-17,10451.8,3503.2402,19488.25,20/08/2018,,,
03-Nov-17,10452.5,3502.5996,19807.8,19/08/2018,,,
02-Nov-17,10423.8,3500.6462,19778.75,16/08/2018,,,
01-Nov-17,10440.5,3499.9927,19728.5,15/08/2018,,,
31-Oct-17,10335.3,3499.3419,19686.65,14/08/2018,,,
30-Oct-17,10363.65,3498.699,19578.4,13/08/2018,,,
27-Oct-17,10323.05,3498.0399,19555.35,12/08/2018,,,
26-Oct-17,10343.8,3496.7405,19341.2,10/08/2018,,,
25-Oct-17,10295.35,3496.0882,19341.4,09/08/2018,,,
24-Oct-17,10207.7,3495.3572,19212.1,08/08/2018,,,
23-Oct-17,10184.85,3494.7002,18908.4,07/08/2018,,,
19-Oct-17,10146.55,3494.0189,18845,06/08/2018,,,
18-Oct-17,10210.85,3493.3627,18789.9,05/08/2018,,,
17-Oct-17,10234.45,3492.0631,18867.5,03/08/2018,,,
16-Oct-17,10230.85,3491.3834,18887.9,02/08/2018,,,
13-Oct-17,10167.45,3490.7391,18779.1,01/08/2018,,,
12-Oct-17,10096.4,3490.1151,18723.35,31/07/2018,,,
11-Oct-17,9984.8,3489.4529,18683.3,30/07/2018,,,
10-Oct-17,10016.95,3488.7899,18480.35,29/07/2018,,,
09-Oct-17,9988.75,3487.499,18678.65,27/07/2018,,,
06-Oct-17,9979.7,3486.8394,18524.25,26/07/2018,,,
05-Oct-17,9888.7,3486.2061,18528.2,25/07/2018,,,
04-Oct-17,9914.9,3485.6014,18363,24/07/2018,,,
03-Oct-17,9859.5,3484.9839,18262.6,23/07/2018,,,
29-Sep-17,9788.6,3484.3581,18201.15,22/07/2018,,,
28-Sep-17,9768.95,3483.0356,18107.95,20/07/2018,,,
27-Sep-17,9735.75,3482.394,17941.3,19/07/2018,,,
26-Sep-17,9871.5,3481.7345,17840.8,18/07/2018,,,
25-Sep-17,9872.6,3481.0636,18260.45,17/07/2018,,,
22-Sep-17,9964.4,3480.3791,18151.45,16/07/2018,,,
21-Sep-17,10121.9,3479.7201,18393.85,15/07/2018,,,
20-Sep-17,10141.15,3478.3916,18934.65,13/07/2018,,,
19-Sep-17,10147.55,3477.7286,19055.15,12/07/2018,,,
18-Sep-17,10153.1,3477.067,19098.3,11/07/2018,,,
15-Sep-17,10085.4,3476.4713,19088.8,10/07/2018,,,
14-Sep-17,10086.6,3475.8403,18951.95,09/07/2018,,,
13-Sep-17,10079.3,3475.1564,18936.45,08/07/2018,,,
12-Sep-17,10093.05,3473.8166,18821.7,06/07/2018,,,
11-Sep-17,10006.05,3473.1739,18931.4,05/07/2018,,,
08-Sep-17,9934.8,3472.4102,18734.85,04/07/2018,,,
07-Sep-17,9929.9,3471.6255,18573.95,03/07/2018,,,
06-Sep-17,9916.2,3470.8617,18619.25,02/07/2018,,,
05-Sep-17,9952.2,3470.0636,18563.3,01/07/2018,,,
04-Sep-17,9912.85,3468.6967,18557,29/06/2018,,,
01-Sep-17,9974.4,3467.8664,18367.5,28/06/2018,,,
31-Aug-17,9917.9,3467.164,18505.25,27/06/2018,,,
30-Aug-17,9884.4,3466.4871,18277.45,26/06/2018,,,
29-Aug-17,9796.05,3465.8018,18211.4,25/06/2018,,,
28-Aug-17,9912.8,3465.1286,17956.3,24/06/2018,,,
24-Aug-17,9857.05,3463.788,18159.65,22/06/2018,,,
23-Aug-17,9852.5,3463.1281,17963.95,21/06/2018,,,
22-Aug-17,9765.55,3462.4401,17856.65,20/06/2018,,,
21-Aug-17,9754.35,3461.7695,17646.45,19/06/2018,,,
18-Aug-17,9837.4,3461.0124,17781.55,18/06/2018,,,
17-Aug-17,9904.15,3460.2515,18044.5,17/06/2018,,,
16-Aug-17,9897.3,3458.9096,18125.8,15/06/2018,,,
14-Aug-17,9794.15,3458.1697,18088.7,14/06/2018,,,
11-Aug-17,9710.8,3457.4249,17853.65,13/06/2018,,,
10-Aug-17,9820.25,3456.7152,17360.75,12/06/2018,,,
09-Aug-17,9908.05,3456.0348,17462.85,11/06/2018,,,
08-Aug-17,9978.55,3455.3426,18040,10/06/2018,,,
07-Aug-17,10057.4,3454.0089,18345.7,08/06/2018,,,
04-Aug-17,10066.4,3453.3492,18570.45,07/06/2018,,,
03-Aug-17,10013.65,3452.6599,18365.25,06/06/2018,,,
02-Aug-17,10081.5,3451.7908,18317.55,05/06/2018,,,
01-Aug-17,10114.65,3451.1137,18517.95,04/06/2018,,,
31-Jul-17,10077.1,3450.4641,18513.45,03/06/2018,,,
28-Jul-17,10014.5,3449.1185,18514.6,01/06/2018,,,
27-Jul-17,10020.55,3448.5436,18468.9,31/05/2018,,,
26-Jul-17,10020.65,3447.9361,18376.75,30/05/2018,,,
25-Jul-17,9964.55,3447.2096,18429.25,29/05/2018,,,
24-Jul-17,9966.4,3446.4939,18377.35,28/05/2018,,,
21-Jul-17,9915.25,3445.7826,18303.8,27/05/2018,,,
20-Jul-17,9873.3,3444.4948,18262.2,25/05/2018,,,
19-Jul-17,9899.6,3443.8627,18291.4,24/05/2018,,,
18-Jul-17,9827.15,3443.2313,18344.2,23/05/2018,,,
17-Jul-17,9915.95,3442.6098,18216.6,22/05/2018,,,
14-Jul-17,9886.35,3441.9742,18311.1,21/05/2018,,,
13-Jul-17,9891.7,3441.4213,18278.85,20/05/2018,,,
12-Jul-17,9816.1,3440.1271,18277.15,18/05/2018,,,
11-Jul-17,9786.05,3439.5179,18223.1,17/05/2018,,,
10-Jul-17,9771.05,3438.9365,18098.7,16/05/2018,,,
07-Jul-17,9665.8,3438.4252,18258.45,15/05/2018,,,
06-Jul-17,9674.55,3437.8719,18104.2,14/05/2018,,,
05-Jul-17,9637.6,3437.2703,18081.05,13/05/2018,,,
04-Jul-17,9613.3,3436.0006,18043.75,11/05/2018,,,
03-Jul-17,9615,3435.3875,17866.9,10/05/2018,,,
30-Jun-17,9520.9,3434.8287,17903.95,09/05/2018,,,
29-Jun-17,9504.1,3434.259,17729.75,08/05/2018,,,
28-Jun-17,9491.25,3433.6505,17601.3,07/05/2018,,,
27-Jun-17,9511.4,3433.0698,17522.95,06/05/2018,,,
23-Jun-17,9574.95,3431.8069,17455.6,04/05/2018,,,
22-Jun-17,9630,3431.2437,17686.3,03/05/2018,,,
21-Jun-17,9633.6,3430.6336,17907.9,02/05/2018,,,
20-Jun-17,9653.5,3430.0126,18045.85,01/05/2018,,,
19-Jun-17,9657.55,3427.4732,18016.05,27/04/2018,,,
16-Jun-17,9588.05,3426.8355,17996.4,26/04/2018,,,
15-Jun-17,9578.05,3426.2068,18002.55,25/04/2018,,,
14-Jun-17,9618.15,3425.6003,17983.6,24/04/2018,,,
13-Jun-17,9606.9,3424.992,17931.6,23/04/2018,,,
12-Jun-17,9616.4,3424.4187,17881.5,22/04/2018,,,
09-Jun-17,9668.25,3423.157,17878.9,20/04/2018,,,
08-Jun-17,9647.25,3422.7293,17993.9,19/04/2018,,,
07-Jun-17,9663.9,3422.1138,17904.45,18/04/2018,,,
06-Jun-17,9637.15,3421.4664,17855.75,17/04/2018,,,
05-Jun-17,9675.1,3420.8661,17733.65,16/04/2018,,,
02-Jun-17,9653.5,3420.2528,17828,15/04/2018,,,
01-Jun-17,9616.1,3418.9905,17769.65,13/04/2018,,,
31-May-17,9621.25,3418.3816,17618.05,12/04/2018,,,
30-May-17,9624.55,3417.7893,17509.9,11/04/2018,,,
29-May-17,9604.9,3417.1907,17411.5,10/04/2018,,,
26-May-17,9595.1,3416.5756,17225.95,09/04/2018,,,
25-May-17,9509.75,3415.9178,17586.45,08/04/2018,,,
24-May-17,9360.55,3414.6649,17345.35,06/04/2018,,,
23-May-17,9386.15,3413.9996,17120.55,05/04/2018,,,
22-May-17,9438.25,3413.3733,17424.85,04/04/2018,,,
19-May-17,9427.9,3412.6837,17720.6,03/04/2018,,,
18-May-17,9429.45,3411.8389,17921.35,02/04/2018,,,
17-May-17,9525.75,3410.5605,18030.25,31/03/2018,,,
16-May-17,9512.25,3408.6635,18449.6,28/03/2018,,,
15-May-17,9445.4,3405.9868,18498.3,27/03/2018,,,
12-May-17,9400.9,3405.3327,18405.95,26/03/2018,,,
11-May-17,9422.4,3404.924,18240.4,25/03/2018,,,
10-May-17,9407.3,3403.6787,18361.4,23/03/2018,,,
09-May-17,9316.85,3403.2064,18357,22/03/2018,,,
08-May-17,9314.05,3402.6722,18255.5,21/03/2018,,,
05-May-17,9285.3,3402.1765,18162.85,20/03/2018,,,
04-May-17,9359.9,3401.5417,18048.6,19/03/2018,,,
03-May-17,9311.95,3400.9268,18228.25,18/03/2018,,,
02-May-17,9313.8,3399.6756,18126.2,16/03/2018,,,
28-Apr-17,9304.05,3398.5253,18187.8,15/03/2018,,,
27-Apr-17,9342.15,3397.6765,18086.45,14/03/2018,,,
